route_id,service_id,trip_id
105,1052,1609352
105,1067,637799
105,1079,1479965
105,1117,1468342
105,1117,1573030
105,1117,582746
105,1167,526831
105,1177,1005585
105,1177,871694
105,118,1649357
105,118,192233
105,118,821248
105,1187,346377
105,1203,140521
105,1203,1562593
105,1203,880350
105,1205,726952
105,1238,1195368
105,1238,1637046
105,1238,690403
105,1238,718963
105,1238,784742
105,1240,1255527
105,1258,1427424
105,131,1397651
105,131,380135
105,131,498909
105,191,1665965
105,230,1546999
105,230,263834
105,250,1394413
105,250,1697504
105,250,361012
105,265,1460432
105,265,159155
105,363,1273680
105,363,1360421
105,363,772913
105,369,429116
105,384,933552
105,392,327953
105,400,1441073
105,400,1469806
105,449,12548
105,449,1475181
105,49,120846
105,49,1275963
105,49,1396999
105,49,1493826
105,49,1638646
105,49,1696807
105,49,1699546
105,49,249461
105,49,475428
105,49,617218
105,49,624436
105,49,643879
105,49,782825
105,504,120589
105,504,1521689
105,504,1555405
105,504,251650
105,504,266129
105,504,34772
105,504,36308
105,504,425696
105,504,469259
105,504,473988
105,504,626424
105,504,638638
105,504,801539
105,504,930669
105,518,807061
105,552,1281048
105,56,1005138
105,56,1008314
105,56,1262776
105,56,1326759
105,56,1348774
105,56,1588210
105,56,22208
105,56,271064
105,56,336105
105,56,36488
105,56,423796
105,56,630351
105,56,719319
105,593,1120915
105,593,1139353
105,593,122359
105,593,1297716
105,593,1378417
105,593,1401535
105,593,1497770
105,593,1538224
105,593,1594143
105,593,1681735
105,593,559428
105,593,720799
105,593,728956
105,593,742981
105,599,1478036
105,601,1499117
105,629,1047152
105,629,316740
105,629,697805
105,649,807460
105,711,1463093
105,711,269253
105,743,306464
105,743,915377
105,763,822842
105,800,387142
105,800,454558
105,82,1222228
105,82,644778
105,833,220795
105,877,1299459
105,917,832521
106,1021,1223371
106,1024,1307994
106,1024,962020
106,1079,1242853
106,1079,1418209
106,1079,1610019
106,1079,580764
106,1079,904566
106,1079,929572
106,1137,959630
106,1152,226909
106,1152,526468
106,1167,109100
106,1167,1309585
106,1174,887746
106,1203,1361927
106,1210,566941
106,1246,361090
106,1266,1355509
106,1267,542099
106,139,633209
106,145,241513
106,145,646383
106,145,870412
106,16,1645204
106,166,1599105
106,173,854995
106,206,440337
106,263,18267
106,269,1418024
106,28,1103202
106,360,431773
106,362,245469
106,422,1021330
106,422,1625300
106,422,286939
106,422,446191
106,422,851929
106,438,1543681
106,442,1141463
106,445,13966
106,448,317404
106,458,372119
106,469,568991
106,469,72009
106,47,484191
106,486,1255553
106,49,1435226
106,495,45132
106,502,1291756
106,502,147802
106,504,860202
106,506,1268555
106,541,1694568
106,575,1182506
106,575,287625
106,604,1134914
106,604,1543323
106,604,1658438
106,645,1077921
106,711,1539551
106,711,1554224
106,711,410561
106,716,720132
106,724,1111731
106,724,810844
106,737,1363213
106,737,730541
106,763,1447221
106,763,172951
106,778,227620
106,782,49237
106,786,247452
106,791,976269
106,797,949023
106,800,1027459
106,800,1111502
106,800,1269960
106,800,1556850
106,807,1154608
106,820,1091717
106,839,320540
106,839,507753
106,860,1653138
106,860,496237
106,868,1043189
106,868,1123805
106,868,517016
106,868,918209
106,872,1012006
106,928,587751
106,940,1072598
106,940,1226780
106,940,1237803
106,940,1330048
106,940,146292
106,940,1574892
106,940,382083
106,940,438491
106,940,494844
106,940,545386
106,940,607389
106,940,798359
106,940,875411
106,940,877442
106,940,978853
106,953,1428423
106,957,730992
107,1019,1693728
107,1131,674464
107,1152,1359873
107,469,1657261
107,484,1403073
107,599,566536
107,751,1669836
107,768,489173
107,976,502301
11,1095,309540
11,1203,1304978
11,1235,1451147
11,1235,1680842
11,1258,16762
11,136,1510650
11,157,219152
11,206,626816
11,264,860987
11,264,945842
11,295,333340
11,448,600571
11,69,1535539
11,737,1596204
11,737,164733
11,782,1198916
11,782,1208744
11,875,1631976
11,877,668026
11,951,1383568
11,961,910468
11,979,415263
12,295,1066139
12,465,142928
12,782,1597012
13,1023,1004052
13,251,1374758
13,81,505432
14,127,239287
14,352,740278
14,81,1101483
14,881,527728
14,926,561298
14,926,746817
15,1167,1287227
15,1205,1048063
15,1205,1531408
15,295,1698966
15,581,779763
15,754,446821
15,791,1318382
15,791,1563016
15,846,528064
15,868,635104
15,868,65369
16,101,1412148
16,101,309857
16,1035,1119511
16,1067,102757
16,1067,1180057
16,1067,156017
16,1067,273040
16,1067,60813
16,1095,161535
16,1189,571807
16,12,1275245
16,12,1349616
16,12,1683075
16,1238,187686
16,1238,35197
16,1238,755204
16,1238,944072
16,1254,1695543
16,1263,1382396
16,1266,1628352
16,134,1146069
16,136,193249
16,191,1374293
16,225,1481470
16,250,1389
16,264,205487
16,288,85063
16,415,1501027
16,418,1570588
16,502,1481878
16,504,1018147
16,623,1041546
16,703,1323144
16,703,439417
16,703,617749
16,724,1142864
16,724,577868
16,743,1215415
16,749,1671518
16,754,1008782
16,754,1144989
16,754,1462934
16,754,1515945
16,754,1571175
16,754,1594360
16,754,16585
16,754,194328
16,754,350934
16,754,594708
16,754,753940
16,754,840233
16,785,1313507
16,791,1199303
16,795,1207619
16,807,869688
16,819,555888
16,824,1092691
16,855,475965
16,858,574941
16,994,1150814
17,1027,835587
17,1158,1074058
17,1164,487321
17,1174,1218740
17,1175,910176
17,1185,412823
17,150,1170010
17,151,1374264
17,179,1302911
17,202,532427
17,211,683785
17,288,1171062
17,288,1443501
17,32,1108111
17,34,1398255
17,366,295889
17,383,496774
17,395,1064562
17,437,660647
17,498,1020489
17,499,1219860
17,499,519838
17,502,144258
17,502,240809
17,536,64755
17,545,1477202
17,599,1308132
17,633,1234121
17,633,1277449
17,704,248455
17,704,374589
17,711,1678641
17,73,1477762
17,780,1442490
17,791,1027576
17,800,1190800
17,804,1583378
17,836,606152
17,854,1384753
17,899,622181
17,940,161424
17,940,212649
17,957,1381016
17,957,716287
17,959,973466
18,1044,1384474
18,1096,1226289
18,1096,183678
18,1096,486160
18,1117,836515
18,1117,934841
18,1133,1576320
18,1159,207089
18,1205,380249
18,1205,488382
18,231,1114228
18,231,350267
18,248,53501
18,49,1185561
18,502,4888
18,502,838586
18,705,1222670
18,855,264795
18,855,511480
18,855,997115
19,1046,1431336
19,1069,1096292
19,1069,1222327
19,1069,1452295
19,1069,1555881
19,1069,1563479
19,1069,186998
19,1069,19550
19,1069,205722
19,1069,284489
19,1069,380908
19,1069,518681
19,1069,573856
19,1069,719293
19,1069,87291
19,1100,1055852
19,1100,1266073
19,1100,159328
19,1100,299896
19,1100,39662
19,1100,41842
19,1100,482136
19,1100,725856
19,1100,790557
19,1180,75528
19,1263,1675804
19,230,507339
19,230,898337
19,314,1025238
19,44,1026341
19,444,860489
19,525,360052
19,532,6230
19,586,1592268
19,632,554102
19,64,1010206
19,655,262614
19,704,723348
19,84,1609451
19,908,1303328
19,921,117161
19,921,1561925
19,921,1581294
19,921,1625556
19,921,246693
19,921,271060
19,921,384781
19,921,476894
19,921,516240
19,921,532557
19,921,726058
19,921,858479
19,921,874751
19,940,1184107
19,940,1582118
19,940,1622501
19,940,174696
19,940,250836
19,940,285115
19,940,296319
19,940,36131
19,940,374197
19,940,394160
19,940,661475
19,940,791460
19,940,818050
19,940,913485
19,940,921696
2,1079,1569339
2,1118,819808
2,1205,1400431
2,1205,473985
2,504,177678
2,791,957518
2,855,1100138
2,868,136173
2,984,399682
20,1040,1064785
20,1161,554933
20,1186,1359245
20,1186,253947
20,251,127141
20,612,1406819
20,678,979173
20,686,1102802
20,686,1156658
20,686,1170286
20,686,1199699
20,686,1209413
20,686,143692
20,686,1445612
20,686,1512847
20,686,1559087
20,686,220170
20,686,260785
20,686,278738
20,686,324741
20,686,363032
20,686,416105
20,686,422186
20,686,515546
20,686,540907
20,686,69742
20,686,785535
20,722,100772
20,722,375543
20,737,1222175
20,737,142913
20,737,1566894
20,737,1608403
20,737,345592
20,737,786648
20,763,395673
20,763,550772
20,77,1142774
20,807,170802
20,807,707148
20,84,218373
20,84,274608
20,84,451970
20,95,65807
20,953,146987
20,953,661214
20,953,663754
20,983,221891
20,983,325454
20,983,423537
20,983,731729
21,1018,332164
21,1038,522296
21,1062,367890
21,1062,392320
21,108,1425740
21,108,1509954
21,108,323957
21,108,617925
21,108,648986
21,108,853292
21,108,970355
21,1083,1141811
21,1083,1539960
21,1085,33104
21,1085,331549
21,1095,1428265
21,1095,655004
21,1095,664695
21,1095,823960
21,1152,1157211
21,1152,1318738
21,1152,430062
21,1152,94396
21,1157,161646
21,1168,1515895
21,1203,1182766
21,1203,1213917
21,1203,1365160
21,1203,1582723
21,1203,1688690
21,1203,329566
21,1203,393244
21,1203,449058
21,1221,327408
21,1223,124392
21,1234,1153736
21,1234,338932
21,1237,892801
21,1250,507573
21,1252,1060601
21,1263,808659
21,131,1093665
21,140,1392656
21,151,775716
21,158,1193240
21,160,182359
21,166,1573063
21,166,687382
21,181,331753
21,181,508772
21,191,1193691
21,191,1264353
21,191,486339
21,191,65477
21,191,768124
21,203,1441140
21,212,1161654
21,212,312181
21,214,1310788
21,230,1203665
21,230,294505
21,230,343184
21,230,730383
21,250,1672335
21,272,1559544
21,280,1588826
21,288,1130401
21,288,1186354
21,288,1413826
21,288,1420978
21,288,1500114
21,288,1623671
21,288,407227
21,288,510220
21,288,629438
21,288,649587
21,288,705261
21,288,759297
21,288,852814
21,295,16906
21,363,1355877
21,371,1132573
21,371,1574166
21,371,190224
21,371,848672
21,409,531134
21,448,1250206
21,448,1375737
21,448,1407603
21,448,1419895
21,448,170003
21,448,626909
21,448,666202
21,448,744529
21,448,761448
21,469,1326040
21,469,521642
21,469,97599
21,49,1015925
21,49,1633305
21,500,106634
21,500,253297
21,500,376584
21,500,662336
21,500,862756
21,500,921447
21,502,1608726
21,502,1698371
21,504,108314
21,504,1474564
21,504,1528027
21,504,395166
21,504,413196
21,504,606674
21,504,647273
21,504,722388
21,504,920972
21,504,964695
21,504,982865
21,523,215578
21,528,274546
21,56,616311
21,560,1549769
21,584,746130
21,593,1021120
21,593,1138408
21,593,1225720
21,593,1463960
21,593,1521498
21,593,1645794
21,593,1647316
21,593,232614
21,593,406521
21,593,658528
21,593,665005
21,593,782895
21,593,817374
21,593,96898
21,598,442320
21,599,308402
21,618,1198632
21,618,1238141
21,618,1300932
21,618,185313
21,633,1424597
21,633,1486280
21,633,4681
21,649,1366357
21,649,138385
21,649,427230
21,649,611642
21,655,1260999
21,655,1274440
21,655,893315
21,67,83771
21,67,985885
21,676,926965
21,704,309060
21,711,1405934
21,711,148298
21,711,759193
21,734,1311039
21,743,1156621
21,743,1671455
21,763,1406823
21,763,1463475
21,763,168866
21,774,1465868
21,774,282944
21,774,763839
21,777,1649331
21,780,1494307
21,786,1616947
21,800,1307727
21,800,311192
21,800,444155
21,812,1373319
21,812,239149
21,812,946484
21,830,655550
21,84,995265
21,92,1206450
21,928,1130663
21,928,416960
21,928,60576
21,928,748435
21,928,808435
21,928,890392
21,928,892334
21,940,1153515
21,940,1698968
21,960,1055818
21,960,1582931
21,960,1671074
21,960,328217
21,960,542200
21,960,967958
21,986,1419347
21,986,780338
22,1009,1050296
22,1024,1346609
22,1024,369098
22,1024,620575
22,1024,651204
22,1024,709801
22,1024,861044
22,1024,869294
22,1046,127779
22,1046,767419
22,1046,888659
22,1067,1686652
22,1075,275277
22,1079,1303966
22,1079,1387243
22,1079,1565101
22,1079,1593467
22,1079,2033
22,1079,544190
22,1079,566896
22,1079,661275
22,1079,702146
22,1079,709299
22,1079,808380
22,1085,1306348
22,1085,130720
22,1085,1313780
22,1085,1619429
22,1085,259883
22,1085,301648
22,1085,61146
22,1095,455533
22,1095,600601
22,1095,635533
22,1095,808937
22,1095,845945
22,1112,1493596
22,1112,946467
22,113,765547
22,1157,1041062
22,1157,943660
22,1160,1078072
22,1160,951443
22,1167,1233144
22,1167,495474
22,1189,643557
22,1189,671322
22,119,713283
22,1203,94122
22,122,615108
22,1234,940750
22,1235,1693719
22,1235,420258
22,1235,974379
22,1256,7346
22,1258,1052412
22,1266,1024050
22,1266,148891
22,1266,1626736
22,1266,588929
22,1266,934755
22,1271,917950
22,1274,1604056
22,131,668108
22,131,770217
22,131,839268
22,157,22116
22,191,975679
22,2,1007168
22,208,854928
22,218,1449956
22,218,467077
22,230,1405085
22,264,1483615
22,264,1552568
22,275,994972
22,276,731955
22,288,152466
22,288,56446
22,291,96935
22,295,1164781
22,295,1266802
22,295,1554275
22,295,720945
22,295,946054
22,3,1576627
22,305,1234692
22,37,703868
22,380,537826
22,403,953625
22,448,108366
22,469,1196409
22,469,1283444
22,469,262524
22,469,539587
22,469,750450
22,47,1537122
22,49,1583112
22,49,540862
22,49,585714
22,497,54317
22,502,146372
22,502,775354
22,504,1255169
22,528,772095
22,531,434795
22,541,1635126
22,541,44823
22,553,511465
22,571,905469
22,575,295038
22,575,506470
22,575,728852
22,575,85613
22,576,968235
22,593,1678090
22,593,469902
22,593,889223
22,593,905124
22,593,970537
22,599,1378797
22,599,282486
22,628,1429687
22,631,1254914
22,633,1255682
22,636,1189270
22,639,1674602
22,649,80189
22,655,162115
22,655,224840
22,655,457805
22,655,743936
22,66,1132016
22,682,1180093
22,704,1348449
22,704,1429455
22,71,1241979
22,71,639993
22,711,102152
22,711,1481281
22,711,692724
22,737,1319861
22,737,1629778
22,737,788741
22,743,27859
22,743,555522
22,743,792174
22,745,1697838
22,753,718448
22,753,766179
22,754,1679741
22,754,1691605
22,754,944903
22,763,1134151
22,763,252476
22,763,504990
22,763,521034
22,780,1328255
22,780,591643
22,791,107094
22,791,1135824
22,791,1640256
22,792,1398964
22,792,1445767
22,796,943650
22,800,261582
22,800,382908
22,800,804333
22,807,632280
22,814,184224
22,83,1216060
22,84,1813
22,855,1053497
22,875,1005723
22,875,1323567
22,875,1628148
22,875,979460
22,912,627813
22,913,295585
22,932,1239034
22,940,1082871
22,940,27013
22,974,653966
23,1005,639914
23,130,118925
23,530,505564
23,677,546246
24,1050,875096
24,1149,98341
24,1166,1046781
24,1166,1457350
24,1166,470429
24,1203,1677539
24,194,1064037
24,194,717464
24,22,105106
24,223,267073
24,223,920379
24,264,1364469
24,292,388067
24,31,305405
24,546,945997
24,787,956355
24,895,1524526
25,1085,491759
25,1152,243016
25,1205,1261631
25,166,485899
25,293,1031251
25,331,477103
25,564,1267365
25,618,478305
25,748,1283489
25,940,1055109
26,1157,1285300
26,1205,1034745
26,1241,1356764
26,1243,283872
26,151,1657536
26,179,532996
26,413,879268
26,420,192354
26,49,1179086
26,498,910518
26,633,624375
26,633,955171
26,654,226149
26,791,244693
26,791,35708
26,973,893134
27,1018,547198
27,105,182275
27,1085,972613
27,1095,895998
27,1114,1139030
27,1117,304420
27,1125,1339928
27,1182,795050
27,1189,455988
27,1203,87707
27,1266,469027
27,1266,674459
27,207,299107
27,228,1024242
27,491,1567820
27,504,535687
27,504,715125
27,504,74774
27,504,758833
27,504,777703
27,56,675705
27,624,346797
27,631,1061242
27,649,1377419
27,651,763932
27,679,441598
27,736,810229
27,754,1351578
27,785,523474
27,801,1005627
27,811,338298
27,817,592763
27,940,538811
27,948,691620
28,1067,667952
28,1085,612864
28,1092,78505
28,1095,1052245
28,1157,351100
28,1157,686156
28,1167,310098
28,1188,1372262
28,1205,1088735
28,1205,1144350
28,1205,1254132
28,1205,1274220
28,1205,1647950
28,1205,280632
28,1205,439855
28,1205,449238
28,1205,803265
28,1205,843303
28,1205,925816
28,1209,762045
28,1228,1561935
28,1263,247118
28,1263,670123
28,131,18105
28,143,1159616
28,143,590963
28,224,170027
28,230,1562248
28,230,973282
28,288,1270139
28,312,1484989
28,339,198940
28,344,1156173
28,363,1631585
28,451,978628
28,469,1424188
28,469,885430
28,47,1366807
28,49,1059676
28,49,116806
28,49,1418133
28,502,476736
28,502,96778
28,504,1030436
28,504,1358680
28,504,1644999
28,504,758494
28,56,1192618
28,56,1517866
28,569,676302
28,593,1165924
28,593,1529574
28,631,1218240
28,633,979923
28,655,1580602
28,657,1006125
28,697,1576708
28,711,1268447
28,711,1642699
28,711,483839
28,712,1093783
28,712,1149565
28,712,1168796
28,712,1289437
28,712,1657784
28,712,344818
28,712,347512
28,712,503375
28,712,645204
28,724,126634
28,742,1095776
28,754,697889
28,800,1067332
28,812,228304
28,855,110630
28,855,1107501
28,855,297543
28,868,1025209
28,868,1028176
28,868,1036285
28,868,1222079
28,868,1333811
28,868,1480583
28,868,219141
28,868,23560
28,868,801005
28,868,842613
28,868,926024
28,88,1051671
28,934,1006145
28,940,824355
28,945,1412007
28,957,829083
28,979,878148
29,1065,734508
29,1209,360578
29,196,418451
29,47,1332749
29,49,1657975
29,49,960542
29,56,668871
29,56,680580
29,56,757040
29,664,1480866
29,664,428492
29,724,1408938
3,1004,1370333
3,1025,1288938
3,1025,783227
3,1045,1030512
3,1045,1059815
3,1045,1408587
3,1045,1473890
3,1045,1549003
3,1045,405404
3,1045,630759
3,1045,741688
3,1045,83206
3,1085,1086875
3,1085,697146
3,1263,466045
3,185,113305
3,185,1255894
3,261,305066
3,281,207747
3,285,593747
3,353,1200027
3,378,520540
3,484,841871
3,497,1076144
3,497,1451179
3,497,175792
3,502,20330
3,504,1345842
3,504,567603
3,504,813557
3,56,1064787
3,56,1308857
3,56,1519345
3,574,321613
3,574,700872
3,693,1287864
3,743,44411
3,782,1193543
3,782,1258724
3,782,1346428
3,782,1396196
3,782,366304
3,844,439418
3,940,1528658
30,1056,1573322
30,1058,931189
30,1093,415571
30,1095,1117883
30,1187,771350
30,1209,1182553
30,1218,1515570
30,230,1175437
30,251,780057
30,295,440611
30,366,668191
30,454,815211
30,49,618265
30,504,1538273
30,537,640650
30,585,485586
30,652,1670635
30,683,885302
30,737,738020
30,754,1214613
30,754,351023
30,754,365968
30,780,1212355
31,1021,158537
31,1024,364688
31,1079,1087663
31,1079,1495790
31,1079,1655869
