stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Oberhausen Hbf,,385150,51.474,6.853346,1
Oberhausen Hbf,385150,158350,51.474346,6.851693,
Oberhausen Hbf,385150,177577,51.474552,6.851244,
Oberhausen Hbf,385150,234242,51.474583,6.851163,
Oberhausen Hbf,385150,317675,51.474285,6.851846,
Oberhausen Hbf,385150,5431,51.474415,6.851567,
Oberndorf (Neckar) Bahnhof,,589542,48.29559,8.575291,1
Oberndorf(Neckar),589542,298887,48.295506,8.575614,
Oberndorf(Neckar),589542,566537,48.2955,8.575479,
Oberstdorf,,581432,47.411034,10.278092,1
Oberstdorf,581432,123753,47.411446,10.278416,
Oberstdorf Busbahnhof,581432,582240,47.41078,10.277203,
Odense st,,35333,55.401775,10.386005,1
Odense st,35333,512749,55.401775,10.386005,
Offenburg,54779,217210,48.476475,7.946723,
Offenburg Bahnhof,,54779,48.476387,7.946587,1
Oldenburg(Oldb)Hbf,475437,455690,53.14432,8.222713,
"Oldenburg, Hauptbahnhof",,475437,53.144222,8.222684,1
Olten,,197057,47.351936,7.9077,1
Olten,197057,628614,47.351936,7.9077,
Opoczno Poludnie,,545689,51.358517,20.231709,1
Opoczno Poludnie,545689,225320,51.358517,20.231709,
Opole Glowne,,157520,50.661514,17.925863,1
Opole Glowne,157520,488705,50.661514,17.925863,
Oranienburg,646181,332072,52.75408,13.249215,
Oranienburg,646181,352653,52.754093,13.249336,
Osnabrück Hbf,,265424,52.27313,8.060825,1
Osnabrück Hbf,265424,166213,52.272697,8.061522,
Osnabrück Hbf,265424,292943,52.27351,8.059799,
Osnabrück Hbf,265424,500351,52.272747,8.061333,
Osnabrück Hbf,265424,660417,52.273598,8.059918,
Osnabrück Hbf,265424,86109,52.27285,8.061781,
Ostbahnhof,,128337,48.12815,11.604545,1
Ostbahnhof,128337,199558,48.128296,11.604329,
Ostrava hl.n.,,196805,49.852085,18.267262,1
Ostrava hl.n.,196805,667155,49.852085,18.267262,
Ostseebad Binz,408427,368056,54.4056,13.599694,
Ostseebad Binz,408427,5195,54.405552,13.599532,
Ostseebad Binz,408427,562235,54.40565,13.599874,
Oswiecim,,629385,50.041504,19.199724,1
Oswiecim,629385,264009,50.041504,19.199724,
Padborg st,,293874,54.82425,9.358803,1
Padborg st,293874,88713,54.82425,9.358803,
Paderborn Hbf,,22006,51.71298,8.740509,1
Paderborn Hbf,22006,126754,51.712894,8.740338,
Paderborn Hbf,22006,184693,51.71298,8.740505,
Padova,,519504,45.417824,11.88062,1
Padova,519504,564930,45.417824,11.88062,
Papenburg(Ems),32271,571372,53.089706,7.386708,
"Papenburg, Bahnhof",,32271,53.090424,7.388122,1
Pardubice hl.n.,,283259,50.03174,15.756211,1
Pardubice hl.n.,283259,644562,50.03174,15.756211,
Paris Est,,661070,48.876976,2.35912,1
Paris Est,661070,276083,48.876976,2.35912,
Pasing,,114553,48.149143,11.460697,1
Pasing,114553,465279,48.14933,11.458901,
Pasing,114553,55234,48.149197,11.459296,
Passau Hbf,,219418,48.57363,13.45078,1
Passau Hbf,219418,413589,48.57363,13.450776,
"Passau, Hbf",219418,443993,48.574352,13.452756,
"Passau, Hbf",219418,479997,48.574203,13.451643,
Peine,413095,370810,52.31896,10.232197,
Peine,413095,528158,52.318916,10.231892,
"Peine, Bahnhof",,413095,52.318928,10.232422,1
Pforzheim Hauptbahnhof,,369833,48.89365,8.703453,1
Pforzheim Hbf,369833,412240,48.89414,8.702699,
Pforzheim Hbf,369833,496764,48.89421,8.702699,
Plattling,,448285,48.77962,12.863938,1
"Plattling, Bahnhof",448285,197368,48.778976,12.864647,
"Plattling, Bahnhof",448285,521243,48.778957,12.864414,
"Plett., Bahnhof",,57834,51.231934,7.86891,1
Plettenberg,57834,106342,51.231853,7.869044,
Plettenberg,57834,95140,51.23197,7.868424,
Plochingen,,142878,48.71294,9.411299,1
Plochingen,142878,233187,48.71308,9.41081,
Plochingen,142878,355212,48.71296,9.411353,
Potsdam Hbf,533612,358362,52.391582,13.06674,
Potsdam Hbf,533612,378418,52.391422,13.066721,
Potsdam Hbf,533612,405850,52.391666,13.066749,
Poznan Glowny,,220254,52.401993,16.91087,1
Poznan Glowny,220254,29924,52.401993,16.91087,
Pragersko,,38016,46.39538,15.662046,1
Pragersko,38016,7801,46.39538,15.662046,
Praha hl.n.,,238719,50.08306,14.436039,1
Praha hl.n.,238719,114804,50.08306,14.436039,
Praha-Holesovice,,460,50.110214,14.440013,1
Praha-Holesovice,460,302139,50.110214,14.440013,
Prien Prien Bahnhof,471627,457468,47.85454,12.346697,
Prien am Chiemsee,,471627,47.8547,12.34685,1
Prien am Chiemsee,471627,602966,47.854458,12.346733,
Przemysl Glowny,,272458,49.78366,22.776363,1
Przemysl Glowny,272458,331999,49.78366,22.776363,
Przemysl Zasanie,,209262,49.79363,22.774115,1
Przemysl Zasanie,209262,247548,49.79363,22.774115,
Przeworsk,,261541,50.067215,22.503357,1
Przeworsk,261541,520463,50.067215,22.503357,
RV Bahnhof,,319749,47.784554,9.606673,1
Radolfzell,128635,165060,47.735676,8.969058,
Radolfzell,128635,50261,47.735714,8.969103,
Radolfzell Bahnhof,,128635,47.735924,8.969031,1
Radstadt,,520041,47.38424,13.467809,1
Radstadt,520041,82764,47.38424,13.467809,
Rankweil,,188456,47.273018,9.637252,1
Rankweil,188456,577353,47.273018,9.637252,
Ravensburg,319749,379341,47.784374,9.606126,
Ravensburg,319749,603808,47.78441,9.605964,
Recklinghausen Hbf,,129125,51.61598,7.201371,1
Recklinghausen Hbf,129125,15180,51.61667,7.203509,
Recklinghausen Hbf,129125,554866,51.61636,7.20349,
Regensburg Hbf,,468037,49.01167,12.099624,1
Regensburg Hbf,468037,129944,49.012466,12.100397,
Regensburg Hbf,468037,669441,49.012447,12.097702,
Remagen,395437,128443,50.577003,7.23027,
Remagen Bf,,395437,50.57721,7.229767,1
Rendsburg,,471650,54.302097,9.671307,1
Rendsburg,471650,658617,54.302155,9.671009,
Reutlingen Hauptbahnhof,,349977,48.49643,9.20951,1
Reutlingen Hbf,349977,261506,48.496216,9.20934,
Reutlingen Hbf,349977,610537,48.49608,9.209116,
Reutlingen Hbf,349977,93012,48.49659,9.209771,
Rheine,26899,43368,52.27575,7.434754,
Rheine,26899,666059,52.275906,7.435158,
Rheine,26899,99025,52.275837,7.434987,
"Rheine, Bahnhof",,26899,52.2763,7.43426,1
Rheinfelden(CH),,558679,47.551136,7.792434,1
Rheinfelden(CH),558679,380144,47.551136,7.792434,
Rheydt Hbf,600362,330038,51.162872,6.439879,
Rheydt Hbf,600362,374541,51.162872,6.439456,
Ribnitz-Damgarten West,,231391,54.23918,12.436968,1
Ribnitz-Damgarten West,231391,35482,54.239178,12.436965,
Ribnitz-Damgarten West,231391,404217,54.239265,12.437355,
Ribnitz-Damgarten West,231391,511245,54.2392,12.437373,
Riesa,30782,475908,51.309734,13.288329,
Riesa,30782,515101,51.30983,13.288293,
Riesa,30782,71528,51.309536,13.287395,
Riesa Busbf/Bahnhof,,30782,51.3094,13.288383,1
Ringsheim/Europa-Park,,618522,48.248672,7.773023,1
Ringsheim/Europa-Park,618522,647300,48.248688,7.772987,
Ringsted st,,241474,55.438038,11.786155,1
Ringsted st,241474,447170,55.438038,11.786155,
Roedekro st,,212279,55.069687,9.332754,1
Roedekro st,212279,327054,55.069687,9.332754,
Rosenheim,,457263,47.851257,12.118983,1
Rosenheim,457263,111329,47.850994,12.118372,
Rosenheim,457263,153682,47.851257,12.11795,
Rosenheim,457263,24646,47.851078,12.118103,
Rosenheim,457263,366986,47.851177,12.117824,
Rosenheim,457263,388364,47.85108,12.118516,
Rostock Hauptbahnhof,,180878,54.07818,12.130724,1
Rostock Hbf,180878,219241,54.078262,12.131398,
Rostock Hbf,180878,344633,54.078247,12.131079,
Rostock Hbf,180878,365568,54.077587,12.132206,
Rostock Hbf,180878,51971,54.078526,12.1304,
Rostock Hbf,180878,6188,54.07861,12.130176,
Rostock Hbf,180878,661716,54.078552,12.130059,
Rottweil,173550,40480,48.16566,8.639871,
Rottweil,173550,504782,48.165527,8.63988,
Rottweil Bahnhof,,173550,48.165253,8.640661,1
Rovereto,,155186,45.891174,11.034067,1
Rovereto,155186,337467,45.89096,11.033601,
Rudolstadt (Thüringen),,83136,50.718,11.339156,1
Rudolstadt(Thür),83136,73284,50.71793,11.338899,
Rzepin,,94820,52.350224,14.815073,1
Rzepin,94820,228438,52.350224,14.815073,
Rzeszow Glowny,,582248,50.043114,22.006798,1
Rzeszow Glowny,582248,127884,50.043114,22.006798,
S Charlottenburg Bhf (Berlin),,557609,52.50473,13.303862,1
S Königs Wusterhausen Bhf,,14149,52.296963,13.631305,1
S Königs Wusterhausen Bhf,14149,450855,52.296642,13.631479,
S Oranienburg Bhf,,646181,52.754486,13.248311,1
S Ostbahnhof (Berlin),,120889,52.51033,13.435086,1
S Ostkreuz Bhf (Berlin),,127767,52.503113,13.469221,1
S Potsdam Hauptbahnhof,,533612,52.391445,13.067157,1
S Schönefeld (bei Berlin) Bhf,,568122,52.390907,13.513046,1
S Spandau Bhf (Berlin),,482360,52.534798,13.197477,1
S Südkreuz Bhf (Berlin),,156352,52.475502,13.365552,1
S Wannsee Bhf (Berlin),,14762,52.421726,13.178932,1
S+U Berlin Hauptbahnhof,,527635,52.525604,13.369075,1
S+U Gesundbrunnen Bhf (Berlin),,71608,52.548637,13.388372,1
S+U Lichtenberg Bhf (Berlin),,160706,52.510674,13.498359,1
S+U Zoologischer Garten Bhf (Berlin),,370785,52.50692,13.332707,1
Saalfeld (Saale),,348798,50.65049,11.374546,1
Saalfeld(Saale),348798,625467,50.650272,11.374583,
Saalfelden,,418401,47.426857,12.829765,1
Saalfelden,418401,282603,47.426857,12.829765,
Saarbrücken Hbf,,445628,49.24107,6.99102,1
Saarbrücken Hbf,445628,212679,49.241283,6.991011,
Saarbrücken Hbf,445628,237538,49.241085,6.990951,
Saarbrücken Hbf,445628,320979,49.24148,6.991045,
Saarbrücken Hbf,445628,630469,49.241337,6.991009,
Salzburg Hbf,,137522,47.81305,13.04582,1
Salzburg Hbf,137522,422115,47.81305,13.04582,
Salzburg Süd,,322698,47.770226,13.078491,1
Salzburg Süd,322698,398408,47.770226,13.078491,
Salzwedel,,305578,52.858112,11.162035,1
Salzwedel,305578,16596,52.858112,11.162035,
Sargans,,134373,47.044823,9.44626,1
Sargans,134373,520175,47.044823,9.44626,
Schaffhausen,,278905,47.69828,8.632756,1
Schaffhausen,278905,470800,47.69828,8.632756,
Schladming,,263120,47.393826,13.678151,1
Schladming,263120,647659,47.393826,13.678151,
Schleswig,,129222,54.499516,9.538149,1
Schleswig,129222,403542,54.49946,9.53814,
Schorndorf,,630825,48.80694,9.52569,1
Schorndorf,630825,214907,48.80708,9.52578,
Schorndorf,630825,268568,48.80715,9.52631,
Schorndorf,630825,88169,48.806984,9.525861,
Schwarzach-St.Veit,,453128,47.318535,13.154464,1
Schwarzach-St.Veit,453128,42239,47.318535,13.154464,
Schwerin Hauptbahnhof,,95123,53.6347,11.407499,1
Schwerin Hbf,95123,439895,53.63563,11.407544,
Schwerin Hbf,95123,632400,53.635628,11.407445,
Schwäbisch Gmünd,366138,128291,48.801086,9.788097,
Schwäbisch Gmünd,366138,361744,48.80097,9.787504,
Schärding,,466644,48.46372,13.442511,1
Schärding,466644,416206,48.46372,13.442511,
Schöna(Gr),,517336,50.860054,14.222133,1
Schöna(Gr),517336,672836,50.860054,14.222133,
Schönefeld(bei Berlin),568122,440622,52.39115,13.512816,
Seefeld in Tirol,,676320,47.32873,11.189483,1
Seefeld in Tirol,676320,25965,47.32873,11.189483,
Selzthal,,187460,47.550243,14.312841,1
Selzthal,187460,400798,47.550243,14.312841,
Semmering,,233110,47.639553,15.830923,1
Semmering,233110,273300,47.639553,15.830923,
Sevnica,,518873,46.009678,15.301231,1
Sevnica,518873,546854,46.009678,15.301231,
Siegburg Bf,,51117,50.793907,7.203024,1
Siegburg/Bonn,51117,227336,50.79388,7.202485,
Siegburg/Bonn,51117,396906,50.79396,7.20262,
Siegen Hbf,,579183,50.87594,8.016512,1
Siegen Hbf,579183,328597,50.876408,8.017311,
Siegen Hbf,579183,602502,50.876507,8.01715,
Siegen-Weidenau,654814,301000,50.895786,8.02978,
Siegen-Weidenau,654814,80577,50.8958,8.029959,
Siegen-Weidenau Bf,,654814,50.895966,8.029843,1
Singen (Htw) Bahnhof,,149206,47.75903,8.841408,1
Singen(Hohentwiel),149206,279673,47.7586,8.840231,
Singen(Hohentwiel),149206,286544,47.75892,8.841381,
Singen(Hohentwiel),149206,36766,47.75903,8.841219,
Singen(Hohentwiel),149206,413375,47.75876,8.841471,
Skawina,,187413,49.977108,19.821957,1
Skawina,187413,297487,49.977108,19.821957,
Soest,338547,531165,51.57819,8.105337,
Soest,338547,597184,51.5783,8.105409,
"Soest, Bahnhof",,338547,51.57842,8.104592,1
Solingen Hbf,,392189,51.16073,7.003688,1
Solingen Hbf,392189,227990,51.161083,7.004119,
Solingen Hbf,392189,597800,51.160767,7.004187,
Solingen Hbf,392189,74445,51.161087,7.003985,
Sonthofen,,522114,47.51324,10.272343,1
Sonthofen,522114,608729,47.513405,10.272181,
Sopot,,97773,54.440166,18.562323,1
Sopot,97773,145580,54.440166,18.562323,
Spaichingen,415696,251051,48.068996,8.741704,
Spaichingen,415696,99284,48.068832,8.741704,
Spaichingen Bahnhof,,415696,48.06909,8.74094,1
Spiez,,275710,46.686398,7.680103,1
Spiez,275710,453030,46.686398,7.680103,
St Georgen(Schwarzw),38469,568214,48.123955,8.342187,
St Georgen(Schwarzw),38469,91103,48.123898,8.342187,
St. Anton am Arlberg,,146280,47.127563,10.26699,1
St. Anton am Arlberg,146280,650673,47.127563,10.26699,
St. Gallen(CH),,76524,47.42318,9.369897,1
St. Gallen(CH),76524,477729,47.42318,9.369897,
St. Georgen (Schwarzw) Bahnhof,,38469,48.123844,8.342133,1
St. Johann im Pongau,,626967,47.348377,13.194961,1
St. Johann im Pongau,626967,48622,47.348377,13.194961,
St. Johann in Tirol,,659145,47.51962,12.430775,1
St. Johann in Tirol,659145,190366,47.51962,12.430775,
St. Margrethen SG,,88283,47.453217,9.638262,1
St. Margrethen SG,88283,264381,47.453217,9.638262,
St. Valentin,,414321,48.179146,14.521846,1
St. Valentin,414321,494697,48.179146,14.521846,
St.Michael in Obersteiermark,,35945,47.346622,15.009187,1
St.Michael in Obersteiermark,35945,589153,47.346622,15.009187,
St.Pölten Hbf,,123790,48.208275,15.624683,1
St.Pölten Hbf,123790,198228,48.208275,15.624683,
Stadt Rottenmann,,338601,47.52723,14.367174,1
Stadt Rottenmann,338601,47154,47.52723,14.367174,
Stadtroda,,122913,50.86817,11.723213,1
Stadtroda,122913,139720,50.868217,11.722792,
Stainach-Irdning,,581648,47.529194,14.106753,1
Stainach-Irdning,581648,524578,47.529194,14.106753,
Stein-Säckingen,,237163,47.541477,7.948573,1
Stein-Säckingen,237163,503629,47.541477,7.948573,
Steinach (b Rothenburg o.d.T.),,503252,49.45322,10.273538,1
Steinach(bei Rothenburg ob der Tauber),503252,287631,49.453003,10.274113,
Steinach(bei Rothenburg ob der Tauber),503252,590475,49.453743,10.273295,
Stendal Hbf,,200778,52.594723,11.854412,1
Stendal Hbf,200778,445334,52.594723,11.854412,
Stralsund Hauptbahnhof,,542440,54.309105,13.077773,1
Stralsund Hbf,542440,121114,54.308624,13.077321,
Stralsund Hbf,542440,343453,54.30801,13.078087,
Stralsund Hbf,542440,348930,54.308037,13.078177,
Stralsund Hbf,542440,355364,54.30812,13.078464,
Stralsund Hbf,542440,458240,54.308174,13.078698,
Stralsund Hbf,542440,464298,54.308075,13.078294,
Stralsund Hbf,542440,619049,54.30815,13.07859,
Strasbourg,,396180,48.58534,7.734067,1
Strasbourg,396180,131208,48.58534,7.734067,
Straubing,,432354,48.877007,12.574114,1
Straubing,432354,177055,48.876938,12.574492,
Sturovo,,286748,47.800125,18.67992,1
Sturovo,286748,79816,47.800125,18.67992,
Stuttgart Hbf,408329,341627,48.784084,9.181635,
Stuttgart Hbf,408329,369791,48.784748,9.183217,
Stuttgart-Vaihingen,179716,400747,48.72628,9.113226,
Sulz (Neckar) Bahnhof,,430362,48.367237,8.637724,1
Sulz(Neckar),430362,114423,48.367573,8.637867,
Swiebodzin,,430926,52.245144,15.53954,1
Swiebodzin,430926,50859,52.245144,15.53954,
Szob,,503357,47.821,18.862057,1
Szob,503357,344236,47.821,18.862057,
Szob(Gr),,567094,47.824898,18.844774,1
Szob(Gr),567094,660307,47.824898,18.844774,
Tarnow,,492891,50.0054,20.97418,1
Tarnow,492891,442304,50.0054,20.97418,
Tatabanya,,656205,47.58493,18.393612,1
Tatabanya,656205,102022,47.58493,18.393612,
Taulov st,,233901,55.545017,9.61571,1
Taulov st,233901,115478,55.545017,9.61571,
Tczew,,432822,54.09732,18.790155,1
Tczew,432822,602109,54.09732,18.790155,
Telfs-Pfaffenhofen,,254628,47.30071,11.078869,1
Telfs-Pfaffenhofen,254628,297143,47.30071,11.078869,
Thun,,580444,46.754692,7.629414,1
Thun,580444,244637,46.754692,7.629414,
Tinglev st,,393906,54.936172,9.258234,1
Tinglev st,393906,111815,54.936172,9.258234,
Traunstein,,307436,47.86973,12.638802,1
Traunstein,307436,527720,47.869728,12.638801,
Traunstein,307436,95606,47.868744,12.638541,
Traunstein Bahnhof,307436,464463,47.86896,12.638703,
Trento,,616456,46.07229,11.1189,1
Trento,616456,672180,46.07229,11.1189,
Treuchtlingen,,24589,48.96127,10.908162,1
Treuchtlingen,24589,398813,48.96105,10.907919,
Treuchtlingen,24589,502117,48.961014,10.908198,
Treuchtlingen,24589,615330,48.961266,10.908159,
Treuchtlingen,24589,98998,48.961037,10.907991,
Treysa,,537388,50.91066,9.185673,1
Treysa,537388,592540,50.91066,9.185673,
Troisdorf,60192,24601,50.813923,7.150892,
Troisdorf Bf,,60192,50.813915,7.150895,1
Tullnerfeld,,419422,48.295235,15.996536,1
Tullnerfeld,419422,484289,48.295235,15.996536,
Tuttlingen,310961,5833,47.980232,8.798486,
Tuttlingen,310961,662708,47.98054,8.798271,
Tuttlingen Bahnhof,,310961,47.980335,8.79942,1
Tutzing,,177918,47.9074,11.273731,1
Tutzing,177918,151650,47.90803,11.274117,
Tutzing,177918,350140,47.907097,11.272716,
Tutzing,177918,636352,47.907143,11.27289,
Tübingen Hauptbahnhof,,247685,48.516148,9.055575,1
Tübingen Hbf,247685,424181,48.515724,9.055054,
Tübingen Hbf,247685,498531,48.515465,9.054776,
Tübingen Hbf,247685,644024,48.515587,9.055108,
Uelzen,,485009,52.96979,10.553017,1
Uelzen,485009,294960,52.969837,10.55279,
Ulm Hauptbahnhof,,296823,48.399364,9.984146,1
Ulm Hbf,296823,251013,48.3994,9.982608,
Ulm Hbf,296823,464441,48.399345,9.982816,
Ulm Hbf,296823,515259,48.399345,9.982933,
Unna,439608,35723,51.53878,7.694852,
"Unna, Bahnhof",,439608,51.538982,7.692858,1
Usti nad Labem hl.n.,,663219,50.65956,14.044728,1
Usti nad Labem hl.n.,663219,414026,50.65956,14.044728,
Usti nad Labem-Strekov,,269857,50.64979,14.048374,1
Usti nad Labem-Strekov,269857,473246,50.64979,14.048374,
Utrecht Centraal,,78273,52.089397,5.109861,1
Utrecht Centraal,78273,105307,52.089397,5.109861,
Vac,,265701,47.782726,19.13306,1
Vac,265701,19774,47.782726,19.13306,
Vaihingen,,179716,48.72698,9.113912,1
Vaihingen (E),,608112,48.94815,8.957578,1
Vaihingen(Enz),608112,239984,48.948746,8.956868,
Vaihingen(Enz),608112,43115,48.948116,8.957632,
Vaihingen(Enz),608112,590949,48.948555,8.956527,
Vamdrup st,,226903,55.428093,9.286454,1
Vamdrup st,226903,4576,55.428093,9.286454,
Velgast,,338177,54.277256,12.803149,1
Velgast,338177,178568,54.27737,12.803167,
Velgast,338177,301528,54.277435,12.803131,
Venezia Mestre,,20163,45.481907,12.231898,1
Venezia Mestre,20163,628933,45.481907,12.231898,
Venezia Santa Lucia,,275556,45.441395,12.320459,1
Venezia Santa Lucia,275556,343339,45.441395,12.320459,
Venlo,,45397,51.364407,6.171838,1
Venlo,45397,485108,51.364407,6.171838,
Venlo(Gr),,41045,51.340893,6.192712,1
Venlo(Gr),41045,133731,51.340893,6.192712,
Verden(Aller),,12570,52.920864,9.237906,1
Verden(Aller),12570,455840,52.92083,9.237933,
Verona Porta Nuova,,235358,45.428658,10.982739,1
Verona Porta Nuova,235358,222533,45.428658,10.982739,
Vicenza,,98796,45.5411,11.540777,1
Vicenza,98796,189841,45.5411,11.540777,
Viersen,244069,136967,51.254642,6.404907,
Viersen,244069,654771,51.254646,6.404997,
Viersen,244069,74760,51.254948,6.403896,
Viersen Bahnhof,,244069,51.2545,6.404,1
Villingen Busbahnhof,,639476,48.057804,8.465427,1
Villingen(Schwarzw),639476,407716,48.05771,8.465588,
Villingen(Schwarzw),639476,410228,48.057617,8.465553,
Visp,,161139,46.29403,7.881465,1
Visp,161139,135613,46.29403,7.881465,
Vojens st,,215013,55.248478,9.304915,1
Vojens st,215013,345189,55.248478,9.304915,
Vöcklabruck,,375155,48.010067,13.663703,1
Vöcklabruck,375155,75687,48.010067,13.663703,
Wabern(Bz Kassel),,112696,51.103134,9.35804,1
Wabern(Bz Kassel),112696,430474,51.103134,9.35804,
Wanne-Eickel Hbf,42189,112348,51.531178,7.166499,
Wanne-Eickel Hbf,42189,118101,51.531357,7.166247,
Wanne-Eickel Hbf,42189,221155,51.531303,7.166328,
Wanne-Eickel Hbf,42189,419174,51.531445,7.166122,
Wanne-Eickel Hbf,42189,8768,51.531258,7.165783,
Warburg(Westf),480088,295896,51.49288,9.164163,
Warburg(Westf),480088,415149,51.492992,9.164235,
"Warburg, Bahnhof",,480088,51.492954,9.163849,1
Waren (Müritz) Bahnhof,,575798,53.52151,12.681077,1
Waren(Müritz),575798,204230,53.521687,12.680672,
Waren(Müritz),575798,595808,53.52164,12.680484,
Warszawa Centralna,,586377,52.22886,21.003235,1
Warszawa Centralna,586377,114310,52.22886,21.003235,
Warszawa Wschodnia,,306734,52.25155,21.052336,1
Warszawa Wschodnia,306734,436859,52.25155,21.052336,
Warszawa Zachodnia,,66682,52.21997,20.965246,1
Warszawa Zachodnia,66682,174120,52.21997,20.965246,
Weil am Rhein,580001,139244,47.59368,7.608245,
Weil am Rhein,580001,467689,47.59364,7.608497,
Weil am Rhein Bahnhof,,580001,47.593693,7.608739,1
Weilheim,,36408,47.845108,11.143502,1
Weilheim(Oberbay),36408,155224,47.845417,11.143017,
Weilheim(Oberbay),36408,408140,47.845955,11.14423,
Weimar,,457990,50.991486,11.326463,1
Weimar,457990,151025,50.991486,11.326458,
Weinheim(Bergstr)Hbf,192697,301035,49.55361,8.665401,
Weinheim(Bergstr)Hbf,192697,384601,49.553547,8.665607,
"Weinheim, Hauptbahnhof",,192697,49.55333,8.665697,1
Weißenfels,,357203,51.204617,11.970926,1
Weißenfels,357203,377632,51.204617,11.970926,
Wels Hbf,,512665,48.166077,14.026569,1
Wels Hbf,512665,259076,48.166077,14.026569,
Werdohl,39320,13103,51.259476,7.757887,
Werdohl,39320,609528,51.25952,7.757734,
"Werdohl, Bahnhof",,39320,51.259487,7.757545,1
Werfen,,597583,47.4726,13.195183,1
Werfen,597583,385184,47.4726,13.195183,
Westerland(Sylt),523434,550433,54.906853,8.31098,
Westerland(Sylt) ZOB/Bahnhof,,523434,54.906895,8.310884,1
Westerstede-Ocholt,,175991,53.20229,7.886531,1
Westerstede-Ocholt,175991,400505,53.202248,7.886519,
Wetzlar,483194,288183,50.56566,8.504213,
Wetzlar Bahnhof,,483194,50.56566,8.504213,1
Wien Hauptbahnhof,,489713,48.185104,16.377113,1
Wien Hbf,489713,394312,48.1851,16.377113,
Wien Hütteldorf,,40097,48.197258,16.26125,1
Wien Hütteldorf,40097,133653,48.197258,16.26125,
Wien Meidling,,584085,48.17445,16.333088,1
Wien Meidling,584085,644433,48.17445,16.333088,
Wiener Neustadt Hbf,,96093,47.81056,16.233187,1
Wiener Neustadt Hbf,96093,151976,47.81056,16.233187,
Wiesbaden Hauptbahnhof,,436490,50.069477,8.244631,1
Wiesbaden Hbf,436490,186547,50.06972,8.243677,
Wiesbaden Hbf,436490,321053,50.069477,8.244631,
Wiesloch-Walldorf,399041,411565,49.29107,8.664053,
Wiesloch-Walldorf,399041,636692,49.291042,8.664242,
"Wiesloch-Walldorf, Bf",,399041,49.291016,8.664449,1
Winterthur,,581883,47.500336,8.723821,1
Winterthur,581883,539378,47.500336,8.723821,
Witten Hbf,,564907,51.43542,7.330217,1
Witten Hbf,564907,46721,51.435375,7.329327,
Witten Hbf,564907,520925,51.435436,7.32948,
Wittenberge,493520,221643,53.00387,11.762465,
Wittenberge,493520,271159,53.003883,11.762578,
Wittenberge,493520,522000,53.004498,11.762504,
"Wittenberge, Bahnhof",,493520,53.002373,11.763205,1
Wloszczowa Polnoc,,461968,50.85811,19.947002,1
Wloszczowa Polnoc,461968,71298,50.85811,19.947002,
Wolfsburg Hbf,649199,14784,52.429665,10.787913,
Wolfsburg Hbf,649199,523612,52.429382,10.787698,
"Wolfsburg, Hauptbahnhof",,649199,52.42946,10.78776,1
Worms Hbf,265946,299012,49.63494,8.356448,
Worms Hbf,265946,319668,49.634727,8.356596,
Worms Hbf,265946,621784,49.63501,8.356596,
"Worms, Hauptbahnhof",,265946,49.635113,8.356955,1
Wroclaw Glowny,,52132,51.09808,17.037088,1
Wroclaw Glowny,52132,139099,51.09808,17.037088,
Wuppertal Hbf,,409692,51.25508,7.149323,1
Wuppertal Hbf,409692,349976,51.254597,7.150042,
Wuppertal Hbf,409692,358258,51.254364,7.149543,
Wuppertal Hbf,409692,70331,51.254417,7.150114,
Wörgl Hbf,,294266,47.4918,12.060581,1
Wörgl Hbf,294266,306683,47.4918,12.060581,
Würzburg Hbf,,387745,49.801796,9.93578,1
Würzburg Hbf,387745,105858,49.802,9.935924,
Würzburg Hbf,387745,393537,49.801895,9.935897,
Würzburg Hbf,387745,465052,49.802395,9.936113,
Würzburg Hbf,387745,468877,49.80226,9.936041,
Würzburg Hbf,387745,558171,49.801796,9.93578,
Würzburg Hbf,387745,74074,49.80213,9.935987,
Zabrze,,158846,50.30528,18.786947,1
Zabrze,158846,18076,50.30528,18.786947,
Zagreb Glavni kolodvor,,68348,45.80444,15.978705,1
Zagreb Glavni kolodvor,68348,138636,45.80444,15.978705,
Zapresic,,342852,45.844494,15.813187,1
Zapresic,342852,626601,45.844494,15.813187,
Zbaszynek,,472511,52.242508,15.818092,1
Zbaszynek,472511,168061,52.242508,15.818092,
Zebrzydowice,,244680,49.87049,18.623697,1
Zebrzydowice,244680,240976,49.87049,18.623697,
Zebrzydowice(Gr),,568805,49.884163,18.57093,1
Zebrzydowice(Gr),568805,346906,49.884163,18.57093,
Zell am See,,343396,47.32052,12.796571,1
Zell am See,343396,47149,47.32052,12.796571,
Zielona Gora Glowna,,465854,51.947437,15.513709,1
Zielona Gora Glowna,465854,238321,51.947437,15.513709,
Zürich Flughafen,,193076,47.450386,8.562402,1
Zürich Flughafen,193076,401112,47.450386,8.562402,
Zürich HB,,412680,47.378178,8.540212,1
Zürich HB,412680,26258,47.378178,8.540212,
Ötztal,,549541,47.238483,10.859114,1
Ötztal,549541,170422,47.238483,10.859114,
Übersee,,69391,47.822044,12.487337,1
Übersee,69391,484480,47.8221,12.487651,
Übersee,69391,648605,47.82184,12.486681,
